TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft of Bicycle,2016,4,11,15,0,48XX SOPHIA ST,Riley Park,492814.411058,5454302.01585
Theft of Bicycle,2016,6,16,19,0,16XX DURANLEAU ST,Fairview,490107.16530299996,5457767.36666
Theft of Bicycle,2016,8,20,8,0,4XX ALEXANDER ST,Strathcona,493095.615869,5459037.72885
Theft of Bicycle,2016,11,19,20,0,34XX MAPLE ST,Shaughnessy,489027.14013500005,5455811.20385
Theft of Bicycle,2016,5,20,7,36,4XX ALEXANDER ST,Strathcona,493095.615869,5459037.72885
Theft of Bicycle,2016,5,16,12,20,22XX CAMBIE ST,Mount Pleasant,491656.68272299995,5456919.97441
Theft of Bicycle,2016,8,5,0,15,1XX W HASTINGS ST,Central Business District,492100.321354,5458846.81527
Theft of Bicycle,2016,6,16,19,52,13XX ARBUTUS ST,Kitsilano,488900.467457,5457971.35491
Theft of Bicycle,2016,5,11,7,30,BURRARD ST / W GEORGIA ST,West End,491193.202164,5459080.02801
Theft of Bicycle,2016,5,20,15,50,16XX DURANLEAU ST,Fairview,490114.959334,5457714.04586
Theft of Bicycle,2016,2,25,17,0,BURRARD ST / W 5TH AVE,Fairview,489404.26433000003,5457164.71893
Theft of Bicycle,2016,5,19,15,30,22XX CAMBIE ST,Mount Pleasant,491656.68272299995,5456919.97441
Theft of Bicycle,2016,7,19,20,16,9XX BEATTY ST,Central Business District,491562.892734,5458167.620180001
Theft of Bicycle,2016,6,29,18,15,22XX CAMBIE ST,Mount Pleasant,491656.68272299995,5456919.97441
Theft of Bicycle,2016,6,9,20,0,14XX LABURNUM ST,Kitsilano,488991.69595200004,5457822.508719999
Theft of Bicycle,2016,12,7,8,34,12XX W HASTINGS ST,Central Business District,491023.488031,5459585.81381
Theft of Bicycle,2016,10,31,1,0,11XX MELVILLE ST,Central Business District,491117.69309399993,5459313.04039
Theft of Bicycle,2016,11,7,12,0,56XX STANLEY PARK DR,Stanley Park,489604.01203900005,5462178.68539
Theft of Bicycle,2016,8,29,18,30,34XX W 4TH AVE,Kitsilano,486791.81542,5457331.41075
Theft of Bicycle,2016,9,19,8,0,12XX W HASTINGS ST,Central Business District,491023.488031,5459585.81381
Theft of Bicycle,2016,9,6,22,0,80XX NUNAVUT LANE,Marpole,491542.13356000005,5451026.57919
Theft of Bicycle,2016,9,29,3,30,3XX KINGSWAY AVE,Mount Pleasant,492961.946409,5456376.40396
Theft of Bicycle,2016,8,6,21,0,16XX E 4TH AVE,Grandview-Woodland,494853.936218,5457121.979780001
Theft of Bicycle,2016,8,28,20,0,3XX KINGSWAY AVE,Mount Pleasant,492961.946409,5456376.40396
Theft of Bicycle,2016,10,10,16,56,DUNSMUIR ST / HORNBY ST,Central Business District,491393.39770900004,5459134.04022
Theft of Bicycle,2016,6,4,17,0,9X E 2ND AVE,Mount Pleasant,492518.389178,5457399.3321
Theft of Bicycle,2016,3,30,16,0,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.515469,5458920.9835
Theft of Bicycle,2016,8,21,5,0,11XX MELVILLE ST,Central Business District,491109.33970699995,5459333.8457
Theft of Bicycle,2016,4,8,20,0,1XX W GEORGIA ST,Central Business District,491811.64872399997,5458473.36588
Theft of Bicycle,2016,4,4,8,0,34XX MAIN ST,Riley Park,492664.85428100004,5455693.39607
Theft of Bicycle,2016,8,25,22,25,3XX HELMCKEN ST,Central Business District,491228.20081,5458096.4616
Theft of Bicycle,2016,10,10,18,0,24XX BRUNSWICK ST,Mount Pleasant,492938.151246,5456741.846030001
Theft of Bicycle,2016,1,7,19,30,24XX CAMBIE ST,Fairview,491635.62185200007,5456774.61514
Theft of Bicycle,2016,7,9,14,35,11XX QUEBEC ST,Central Business District,492593.633675,5457991.77039
Theft of Bicycle,2016,3,4,0,0,24XX CAMBRIDGE ST,Hastings-Sunrise,495956.231556,5459337.16741
Theft of Bicycle,2016,5,21,16,0,24XX CAMBRIDGE ST,Hastings-Sunrise,496008.52725600003,5459337.34134
Theft of Bicycle,2016,6,12,17,0,21XX W 1ST AVE,Kitsilano,488828.43607700005,5457575.68925
Theft of Bicycle,2016,6,19,11,0,35XX CORSICA WAY,Killarney,497958.50842200004,5450608.20338
Theft of Bicycle,2016,12,7,19,20,83XX GRANVILLE ST,Marpole,489774.44226000004,5450878.86938
Theft of Bicycle,2016,10,6,14,0,35XX COPLEY ST,Kensington-Cedar Cottage,495777.692043,5455297.50598
Theft of Bicycle,2016,7,19,17,0,24XX CHARLES ST,Hastings-Sunrise,495969.68141400005,5457841.6086
Theft of Bicycle,2016,9,1,20,30,1XX W CORDOVA ST,Central Business District,492199.71873,5458917.929959999
Theft of Bicycle,2016,5,15,15,0,22XX CAMBIE ST,Mount Pleasant,491656.68272299995,5456919.97441
Theft of Bicycle,2016,4,16,11,30,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.597467,5458993.221480001
Theft of Bicycle,2016,2,17,23,0,E 10TH AVE / GLEN DR,Mount Pleasant,494076.85593,5456523.08635
Theft of Bicycle,2016,4,11,17,0,1XX E PENDER ST,Central Business District,492571.007758,5458632.27252
Theft of Bicycle,2016,7,11,16,19,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.597467,5458993.221480001
Theft of Bicycle,2016,8,8,1,26,82XX MONTCALM ST,Marpole,490123.630843,5450940.11056
Theft of Bicycle,2016,3,19,9,45,14XX LAMEYS MILL RD,Fairview,490007.435667,5457361.38026
Theft of Bicycle,2016,2,17,17,0,34XX W BROADWAY AVE,Kitsilano,486866.081228,5456855.61792
Theft of Bicycle,2016,7,12,15,44,11XX QUEBEC ST,Central Business District,492589.448508,5458017.441219999
Theft of Bicycle,2016,7,27,21,0,13XX ARBUTUS ST,Kitsilano,488900.467457,5457971.35491
Theft of Bicycle,2016,11,2,13,0,24XX COMMERCIAL DR,Grandview-Woodland,494927.28905900003,5456686.6775
Theft of Bicycle,2016,12,13,13,51,16XX E BROADWAY AVE,Kensington-Cedar Cottage,494783.005999,5456617.77741
Theft of Bicycle,2016,10,4,18,30,16XX E BROADWAY AVE,Kensington-Cedar Cottage,494783.005999,5456617.77741
Theft of Bicycle,2016,4,2,21,0,34XX MAIN ST,Riley Park,492664.85428100004,5455693.39607
Theft of Bicycle,2016,6,21,6,0,16XX E 8TH AVE,Grandview-Woodland,494896.08228599996,5456695.5084
Theft of Bicycle,2016,1,29,20,30,DUNSMUIR ST / HAMILTON ST,Central Business District,491817.32592299994,5458710.3096
Theft of Bicycle,2016,5,12,8,30,DUNSMUIR ST / HAMILTON ST,Central Business District,491817.32592299994,5458710.3096
Theft of Bicycle,2016,9,3,11,34,82XX ONTARIO ST,Marpole,492223.54396000004,5450781.23983
Theft of Bicycle,2016,6,9,18,0,22XX CAMBIE ST,Mount Pleasant,491657.352697,5456961.24854
Theft of Bicycle,2016,8,29,19,0,1XX W CORDOVA ST,Central Business District,492216.265771,5458913.542640001
Theft of Bicycle,2016,7,30,17,30,BEACH AVE / BURRARD ST,West End,490237.47904899996,5458189.5172
Theft of Bicycle,2016,3,5,14,0,12XX W GEORGIA ST,West End,490877.01881499996,5459385.986219999
Theft of Bicycle,2016,10,20,9,0,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.884323,5458852.2982
Theft of Bicycle,2016,6,7,18,0,14XX CARTWRIGHT ST,Fairview,490161.67397299997,5457491.35768
Theft of Bicycle,2016,1,29,17,0,49XX ANGUS DR,Shaughnessy,489404.18205,5454334.9709
Theft of Bicycle,2016,6,25,12,0,7XX W KING EDWARD AVE,South Cambie,491146.60366400005,5455168.59728
Theft of Bicycle,2016,9,5,23,0,BEACH AVE / CHILCO ST,West End,489508.838447,5459647.56709
Theft of Bicycle,2016,10,7,13,11,34XX SOPHIA ST,Riley Park,492836.25487700006,5455761.419509999
Theft of Bicycle,2016,9,13,18,30,22XX CAMBIE ST,Mount Pleasant,491656.68272299995,5456919.97441
Theft of Bicycle,2016,11,1,21,0,34XX W 20TH AVE,Dunbar-Southlands,486873.4825270001,5455785.05132
Theft of Bicycle,2016,11,6,2,0,11XX NELSON ST,West End,490604.635349,5458943.58771
Theft of Bicycle,2016,8,19,7,0,12XX W GEORGIA ST,Central Business District,490883.465492,5459392.47109
Theft of Bicycle,2016,8,5,21,0,3XX KINGSWAY AVE,Mount Pleasant,492886.857497,5456474.62824
Theft of Bicycle,2016,4,19,16,0,13XX ARBUTUS ST,Kitsilano,488900.467457,5457971.35491
Theft of Bicycle,2016,7,20,9,0,7XX W PENDER ST,Central Business District,491588.756492,5459169.41871
Theft of Bicycle,2016,1,17,16,30,24XX E 8TH AVE,Hastings-Sunrise,495935.42092799995,5456685.9116400005
Theft of Bicycle,2016,8,13,0,0,24XX E BROADWAY AVE,Renfrew-Collingwood,495910.677707,5456587.03166
Theft of Bicycle,2016,10,4,8,0,16XX E 36TH AVE,Kensington-Cedar Cottage,494720.91005500004,5453880.970380001
Theft of Bicycle,2016,7,25,10,52,16XX E 35TH AVE,Kensington-Cedar Cottage,494747.324321,5453971.2991
Theft of Bicycle,2016,12,28,9,0,11XX NELSON ST,West End,490664.91887299996,5458896.35442
Theft of Bicycle,2016,6,19,2,0,14XX KITCHENER ST,Grandview-Woodland,494619.16363100003,5457719.77665
Theft of Bicycle,2016,12,28,9,0,11XX NELSON ST,West End,490662.689688,5458898.57869
Theft of Bicycle,2016,4,12,7,5,4X W CORDOVA ST,Central Business District,492328.008021,5458889.83203
Theft of Bicycle,2016,7,20,0,0,16XX E 35TH AVE,Kensington-Cedar Cottage,494747.324321,5453971.2991
Theft of Bicycle,2016,2,17,18,30,16XX E 35TH AVE,Kensington-Cedar Cottage,494747.324321,5453971.2991
Theft of Bicycle,2016,3,5,12,0,24XX EDGAR CRES,Arbutus Ridge,488177.414531,5454802.36359
Theft of Bicycle,2016,8,19,20,0,11XX NELSON ST,West End,490616.82686400006,5458944.340419999
Theft of Bicycle,2016,11,9,13,45,24XX FRASER ST,Mount Pleasant,493511.168312,5456676.94694
Theft of Bicycle,2016,5,5,19,0,16XX E 35TH AVE,Kensington-Cedar Cottage,494747.324321,5453971.2991
Theft of Bicycle,2016,2,11,5,55,1XX E HASTINGS ST,Central Business District,492637.337559,5458745.70409
Theft of Bicycle,2016,7,3,12,30,22XX CAMBIE ST,Mount Pleasant,491657.203814,5456952.07652
Theft of Bicycle,2016,4,9,18,0,34XX W 2ND AVE,Kitsilano,486868.085121,5457528.78212
Theft of Bicycle,2016,5,12,22,0,16XX E 13TH AVE,Kensington-Cedar Cottage,494816.401543,5456212.4652
Theft of Bicycle,2016,2,15,8,0,8XX W PENDER ST,Central Business District,491507.297563,5459234.87546
Theft of Bicycle,2016,6,14,8,30,80XX COLUMBIA ST,Marpole,491780.222909,5451026.5569
Theft of Bicycle,2016,4,1,16,20,8XX W PENDER ST,Central Business District,491507.297563,5459234.87546
Theft of Bicycle,2016,1,1,0,0,57XX KILLARNEY ST,Killarney,496650.46291099995,5453183.28199
Theft of Bicycle,2016,10,3,22,0,1XX E KING EDWARD AVE,Riley Park,492492.947104,5455115.4069
Theft of Bicycle,2016,5,16,22,0,11XX PACIFIC ST,West End,490203.160922,5458410.83325
Theft of Bicycle,2016,8,16,18,34,45XX JAMES ST,Riley Park,492438.217954,5454552.27589
Theft of Bicycle,2016,5,15,1,30,3XX KINGSWAY AVE,Mount Pleasant,492961.946409,5456376.40396
Theft of Bicycle,2016,2,4,0,0,3XX KINGSWAY AVE,Mount Pleasant,492961.946409,5456376.40396
Theft of Bicycle,2016,4,26,0,0,9X E 14TH AVE,Mount Pleasant,492479.965206,5456194.40018
Theft of Bicycle,2016,5,20,20,30,24XX E 24TH AVE,Renfrew-Collingwood,495971.015287,5455112.901190001
Theft of Bicycle,2016,4,29,12,0,7XX W GEORGIA ST,Central Business District,491401.32141000003,5458865.33065
Theft of Bicycle,2016,6,17,8,0,24XX E 24TH AVE,Renfrew-Collingwood,495971.015287,5455112.901190001
Theft of Bicycle,2016,9,2,17,0,14XX CHARLES ST,Grandview-Woodland,494634.340487,5457808.66144
Theft of Bicycle,2016,7,18,14,27,1XX E HASTINGS ST,Central Business District,492702.721679,5458743.52563
Theft of Bicycle,2016,1,22,12,48,1XX E HASTINGS ST,Central Business District,492674.88703900005,5458735.30393
Theft of Bicycle,2016,1,18,17,0,16XX E 10TH AVE,Kensington-Cedar Cottage,494873.261322,5456512.68944
Theft of Bicycle,2016,8,21,18,0,14XX CHARLES ST,Grandview-Woodland,494634.340487,5457808.66144
Theft of Bicycle,2016,6,4,18,30,BEACH AVE / DAVIE ST,West End,489646.696403,5459446.4527199995
Theft of Bicycle,2016,4,3,17,30,1XX W CORDOVA ST,Central Business District,492218.609259,5458922.38126
Theft of Bicycle,2016,1,27,0,2,11XX PACIFIC ST,West End,490112.314595,5458514.902000001
Theft of Bicycle,2016,3,25,15,0,14XX CARTWRIGHT ST,Fairview,490161.67397299997,5457491.35768
Theft of Bicycle,2016,6,5,15,0,22XX CAMBIE ST,Mount Pleasant,491657.352697,5456961.24854
Theft of Bicycle,2016,11,24,12,19,34XX OXFORD ST,Hastings-Sunrise,497893.62336400006,5459218.33082
Theft of Bicycle,2016,3,14,16,0,1XX W GEORGIA ST,Central Business District,491773.944775,5458495.49851
Theft of Bicycle,2016,3,14,17,15,22XX CAMBIE ST,Mount Pleasant,491657.352697,5456961.24854
Theft of Bicycle,2016,5,16,18,30,11XX PACIFIC BLVD,Central Business District,491346.147937,5457969.14005
Theft of Bicycle,2016,9,20,20,23,1XX W CORDOVA ST,Central Business District,492222.884587,5458911.787719999
Theft of Bicycle,2016,4,30,19,30,34XX W 2ND AVE,Kitsilano,486891.909834,5457519.20372
Theft of Bicycle,2016,7,8,8,0,11XX QUEBEC ST,Central Business District,492603.199771,5457933.0942
Theft of Bicycle,2016,9,9,12,0,11XX RAYMUR AVE,Strathcona,493989.456037,5457993.617740001
Theft of Bicycle,2016,6,13,21,0,21XX W 1ST AVE,Kitsilano,488828.43607700005,5457575.68925
Theft of Bicycle,2016,10,10,14,0,9XX CANADA PL,Central Business District,491612.8672,5459491.05902
Theft of Bicycle,2016,6,23,7,0,13XX E 14TH AVE,Kensington-Cedar Cottage,494462.479915,5456122.06001
Theft of Bicycle,2016,3,19,10,11,23XX W BROADWAY AVE,Kitsilano,488521.998746,5456800.613030001
Theft of Bicycle,2016,3,31,13,30,3XX E BROADWAY AVE,Mount Pleasant,492933.902312,5456669.39025
Theft of Bicycle,2016,6,9,19,0,21XX W 1ST AVE,Kitsilano,488828.43607700005,5457575.68925
Theft of Bicycle,2016,6,9,15,20,7XX W BROADWAY AVE,Fairview,491205.523429,5456729.41197
Theft of Bicycle,2016,10,12,18,0,E 10TH AVE / MAIN ST,Mount Pleasant,492651.702055,5456587.805509999
Theft of Bicycle,2016,7,16,23,30,16XX E PENDER ST,Grandview-Woodland,494821.73777,5458613.23607
Theft of Bicycle,2016,5,3,18,0,48XX ONTARIO ST,Riley Park,492336.56575699995,5454254.65537
Theft of Bicycle,2016,8,31,17,10,45XX OAK ST,South Cambie,490713.85333400004,5454741.60869
Theft of Bicycle,2016,5,29,18,0,16XX E PENDER ST,Grandview-Woodland,494774.20072200004,5458623.22748
Theft of Bicycle,2016,7,1,13,43,7XX W BROADWAY AVE,Fairview,491257.138922,5456737.54909
Theft of Bicycle,2016,11,9,22,0,54XX VINE ST,Arbutus Ridge,488359.07650600007,5453792.19153
Theft of Bicycle,2016,8,18,19,30,DENMAN ST / ROBSON ST,West End,490148.88166,5459867.80236
Theft of Bicycle,2016,5,24,11,30,16XX E PENDER ST,Grandview-Woodland,494851.55011300003,5458612.70555
Theft of Bicycle,2016,5,21,11,0,21XX W 2ND AVE,Kitsilano,488752.744379,5457470.378740001
Theft of Bicycle,2016,9,12,19,0,7XX W BROADWAY AVE,Fairview,491257.138922,5456737.54909
Theft of Bicycle,2016,11,6,14,0,11XX SEYMOUR ST,Central Business District,490915.5991,5458229.314780001
Theft of Bicycle,2016,5,3,21,0,48XX ONTARIO ST,Riley Park,492336.56575699995,5454254.65537
Theft of Bicycle,2016,12,23,17,30,1XX KEEFER PL,Central Business District,492122.644059,5458572.109619999
Theft of Bicycle,2016,9,18,22,30,22XX CORNWALL AVE,Kitsilano,488701.70772700006,5457766.1072
Theft of Bicycle,2016,9,24,19,0,BURRARD ST / ROBSON ST,West End,491068.864055,5458954.91665
Theft of Bicycle,2016,5,19,22,30,E 10TH AVE / MAIN ST,Mount Pleasant,492651.702055,5456587.805509999
Theft of Bicycle,2016,12,2,17,0,21XX W 22ND AVE,Arbutus Ridge,488724.207996,5455545.76951
Theft of Bicycle,2016,9,2,6,44,45XX OAK ST,South Cambie,490713.83606400003,5454739.594409999
Theft of Bicycle,2016,7,11,11,50,1XX W CORDOVA ST,Central Business District,492198.064025,5458918.36869
Theft of Bicycle,2016,12,10,21,45,16XX DAVIE ST,West End,489856.506158,5459237.892419999
Theft of Bicycle,2016,5,24,19,50,16XX DAVIE ST,West End,489871.119718,5459223.30475
Theft of Bicycle,2016,7,18,18,0,16XX DAVIE ST,West End,489871.119718,5459223.30475
Theft of Bicycle,2016,7,3,20,24,22XX CORNWALL AVE,Kitsilano,488717.6170520001,5457765.6914800005
Theft of Bicycle,2016,6,2,17,55,14XX CARTWRIGHT ST,Fairview,490145.243234,5457518.03834
Theft of Bicycle,2016,6,8,23,30,1XX KEEFER PL,Central Business District,492123.793357,5458571.84743
Theft of Bicycle,2016,7,14,0,0,11XX MARINASIDE CRES,Central Business District,491334.865411,5457850.52286
Theft of Bicycle,2016,3,28,13,20,1XX W BROADWAY AVE,Mount Pleasant,492217.450271,5456699.680430001
Theft of Bicycle,2016,8,13,17,30,BARCLAY ST / BURRARD ST,West End,490911.16026800004,5458799.3800800005
Theft of Bicycle,2016,3,10,0,0,35XX W 28TH AVE,Dunbar-Southlands,486672.174212,5454948.08439
Theft of Bicycle,2016,10,26,17,30,16XX COMMERCIAL DR,Grandview-Woodland,494927.72621099994,5457477.36148
Theft of Bicycle,2016,3,15,4,7,21XX W 12TH AVE,Kitsilano,488766.41726,5456479.88615
Theft of Bicycle,2016,4,20,16,7,BUTE ST / W GEORGIA ST,West End,490885.84471000003,5459383.65909
Theft of Bicycle,2016,12,19,0,0,86XX FREMLIN ST,Marpole,490713.80884300004,5450499.04499
Theft of Bicycle,2016,7,19,0,30,E 11TH AVE / ST GEORGE ST,Mount Pleasant,493230.85276700003,5456436.28198
Theft of Bicycle,2016,7,8,17,30,45XX PRINCE ALBERT ST,Kensington-Cedar Cottage,493601.976352,5454619.9209900005
Theft of Bicycle,2016,8,18,21,46,4XX CARRALL ST,Central Business District,492416.81963900005,5458749.34153
Theft of Bicycle,2016,8,20,20,35,BEACH AVE / STANLEY PARK DR,Stanley Park,489347.45329,5459781.471969999
Theft of Bicycle,2016,6,6,4,30,3XX PENTICTON ST,Hastings-Sunrise,496224.664363,5458753.4318699995
Theft of Bicycle,2016,11,14,17,37,23XX W 4TH AVE,Kitsilano,488536.546555,5457277.097999999
Theft of Bicycle,2016,8,4,0,0,35XX W 1ST AVE,Kitsilano,486752.996694,5457631.8057
Theft of Bicycle,2016,11,13,21,0,22XX E 10TH AVE,Kensington-Cedar Cottage,495674.56311899994,5456509.04111
Theft of Bicycle,2016,7,17,18,30,16XX COMMERCIAL DR,Grandview-Woodland,494937.783236,5457523.77238
Theft of Bicycle,2016,3,14,8,30,E 11TH AVE / QUEBEC ST,Mount Pleasant,492502.496501,5456491.48859
Theft of Bicycle,2016,1,9,21,0,14XX NELSON ST,West End,490291.24158699997,5459268.6974
Theft of Bicycle,2016,1,20,18,30,22XX DUNDAS ST,Grandview-Woodland,495729.574516,5459113.34231
Theft of Bicycle,2016,7,9,20,0,3XX MENCHIONS MEWS,Central Business District,490501.511862,5459985.72645
Theft of Bicycle,2016,9,11,23,55,45XX OAK ST,South Cambie,490713.85333400004,5454741.60869
Theft of Bicycle,2016,5,10,18,0,11XX SEYMOUR ST,Central Business District,490943.006705,5458256.60826
Theft of Bicycle,2016,4,4,9,28,35XX W 12TH AVE,Kitsilano,486680.268545,5456560.78327
Theft of Bicycle,2016,12,16,23,50,4XX CARRALL ST,Central Business District,492414.926885,5458699.3598
Theft of Bicycle,2016,7,18,23,0,4X E 11TH AVE,Mount Pleasant,492422.99343000003,5456497.45537
Theft of Bicycle,2016,8,10,13,30,9XX CARDERO ST,West End,490162.40720600006,5459423.02189
Theft of Bicycle,2016,9,6,21,0,E 11TH AVE / MAIN ST,Mount Pleasant,492641.310209,5456488.41075
Theft of Bicycle,2016,3,6,17,0,35XX W 10TH AVE,Kitsilano,486667.030134,5456762.779709999
Theft of Bicycle,2016,2,20,16,45,BURRARD ST / ROBSON ST,West End,491068.864055,5458954.91665
Theft of Bicycle,2016,5,23,13,45,8XX W BROADWAY AVE,Fairview,491128.15513100004,5456731.05484
Theft of Bicycle,2016,8,30,15,0,48XX ONTARIO ST,Riley Park,492327.32571099995,5454251.14477
Theft of Bicycle,2016,11,21,16,0,8XX W BROADWAY AVE,Fairview,491128.15513100004,5456731.05484
Theft of Bicycle,2016,5,12,21,30,E 10TH AVE / MAIN ST,Mount Pleasant,492651.702055,5456587.805509999
Theft of Bicycle,2016,11,28,11,11,8XX W HASTINGS ST,Central Business District,491615.969676,5459277.98594
Theft of Bicycle,2016,7,4,21,40,22XX COMMERCIAL DR,Grandview-Woodland,494929.629662,5456846.92442
Theft of Bicycle,2016,9,11,18,0,13XX DAVIE ST,West End,490155.56091000006,5458929.76782
Theft of Bicycle,2016,11,20,16,0,3XX E HASTINGS ST,Strathcona,492979.21964399994,5458726.75165
Theft of Bicycle,2016,5,27,13,50,35XX EUCLID AVE,Renfrew-Collingwood,497898.611491,5453560.76091
Theft of Bicycle,2016,5,7,7,0,16XX E GEORGIA ST,Grandview-Woodland,494800.50630600005,5458422.27374
Theft of Bicycle,2016,5,2,18,23,22XX CAMBIE ST,Mount Pleasant,491656.68272299995,5456919.97441
Theft of Bicycle,2016,6,6,21,30,13XX CONTINENTAL ST,Central Business District,490630.42253000004,5458164.97475
Theft of Bicycle,2016,7,2,3,30,BURRARD ST / W 4TH AVE,Fairview,489404.767238,5457259.62446
Theft of Bicycle,2016,3,17,17,45,1XX E PENDER ST,Central Business District,492694.9546,5458636.63562
Theft of Bicycle,2016,8,22,2,20,9XX CANADA PL,Central Business District,491688.84952600003,5459447.7094
Theft of Bicycle,2016,2,25,20,1,9XX CANADA PL,Central Business District,491688.84952600003,5459447.7094
Theft of Bicycle,2016,2,6,16,9,9XX CANADA PL,Central Business District,491612.8672,5459491.05902
Theft of Bicycle,2016,2,23,2,46,58XX BALSAM ST,Kerrisdale,488247.293228,5453448.61721
Theft of Bicycle,2016,4,7,19,0,9XX CANADA PL,Central Business District,491612.8672,5459491.05902
Theft of Bicycle,2016,3,28,15,59,16XX DURANLEAU ST,Fairview,490105.444078,5457699.53089
Theft of Bicycle,2016,8,7,15,30,13XX ARBUTUS ST,Kitsilano,488900.467457,5457971.35491
Theft of Bicycle,2016,5,19,17,0,9XX CANADA PL,Central Business District,491612.8672,5459491.05902
Theft of Bicycle,2016,5,2,17,30,16XX DURANLEAU ST,Fairview,490105.444078,5457699.53089
Theft of Bicycle,2016,6,1,7,0,9XX CANADA PL,Central Business District,491612.8672,5459491.05902
Theft of Bicycle,2016,5,1,0,0,11XX MELVILLE ST,Central Business District,491020.59677299997,5459406.98255
Theft of Bicycle,2016,6,9,13,45,DUNLEVY AVE / E CORDOVA ST,Strathcona,493064.18377299997,5458832.4063
Theft of Bicycle,2016,2,20,10,30,16XX DURANLEAU ST,Fairview,490106.117601,5457726.07532
Theft of Bicycle,2016,7,20,21,15,16XX E BROADWAY AVE,Kensington-Cedar Cottage,494859.42832700006,5456616.71955
Theft of Bicycle,2016,2,15,11,30,16XX E BROADWAY AVE,Kensington-Cedar Cottage,494831.4068,5456617.10743
Theft of Bicycle,2016,1,1,23,0,35XX E 43RD AVE,Killarney,497987.88701999997,5453118.52794
Theft of Bicycle,2016,6,8,8,0,9XX CANADA PL,Central Business District,491612.8672,5459491.05902
Theft of Bicycle,2016,8,19,9,0,9XX CANADA PL,Central Business District,491612.8672,5459491.05902
Theft of Bicycle,2016,6,14,8,0,14XX KITCHENER ST,Grandview-Woodland,494619.16363100003,5457719.77665
Theft of Bicycle,2016,6,18,21,24,84XX SOUTH SHORE CRES,Victoria-Fraserview,495707.23404899996,5450443.00579
Theft of Bicycle,2016,10,6,12,0,11XX RICHARDS ST,Central Business District,490981.51697399997,5458146.72555
Theft of Bicycle,2016,6,19,9,15,13XX DAVIE ST,West End,490179.61071499996,5458905.794430001
Theft of Bicycle,2016,10,25,10,55,BUTE ST / MELVILLE ST,Central Business District,490968.689229,5459463.56553
Theft of Bicycle,2016,9,18,13,0,13XX ARBUTUS ST,Kitsilano,488900.467457,5457971.35491
Theft of Bicycle,2016,8,23,7,40,45XX OAK ST,South Cambie,490713.83606400003,5454739.594409999
Theft of Bicycle,2016,8,11,4,3,9XX BEATTY ST,Central Business District,491591.167654,5458195.67462
Theft of Bicycle,2016,7,10,19,8,11XX ROBSON ST,West End,490909.53340600006,5459106.020169999
Theft of Bicycle,2016,3,5,16,48,11XX ROBSON ST,West End,490909.53340600006,5459106.020169999
Theft of Bicycle,2016,10,7,5,55,23XX WOODLAND DR,Grandview-Woodland,494648.513201,5456803.945780001
Theft of Bicycle,2016,5,12,23,0,BUTE ST / HARWOOD ST,West End,490145.273491,5458633.74292
Theft of Bicycle,2016,6,23,16,0,23XX YORK AVE,Kitsilano,488489.49974700005,5457681.81045
Theft of Bicycle,2016,10,3,9,0,8XX W GEORGIA ST,Central Business District,491327.66040600004,5458938.13188
Theft of Bicycle,2016,7,20,16,10,45XX OAK ST,South Cambie,490713.83606400003,5454739.594409999
Theft of Bicycle,2016,5,5,10,30,35XX LAKEWOOD ST,Kensington-Cedar Cottage,495526.949157,5455429.00014
Theft of Bicycle,2016,6,19,20,0,DRAKE ST / RICHARDS ST,Central Business District,490847.272016,5458015.386519999
Theft of Bicycle,2016,9,15,0,0,DRAKE ST / RICHARDS ST,Central Business District,490847.272016,5458015.386519999
Theft of Bicycle,2016,6,29,1,0,9XX BEATTY ST,Central Business District,491591.167654,5458195.67462
Theft of Bicycle,2016,7,26,20,30,34XX KINGSWAY AVE,Renfrew-Collingwood,497635.73531099997,5453285.35164
Theft of Bicycle,2016,7,28,12,40,14XX CARTWRIGHT ST,Fairview,490154.93038999994,5457497.30439
Theft of Bicycle,2016,7,21,15,30,16XX DURANLEAU ST,Fairview,490103.974282,5457641.26267
Theft of Bicycle,2016,5,20,7,0,4XX BURRARD ST,Central Business District,491494.41178699996,5459380.26919
Theft of Bicycle,2016,5,2,15,18,1XX GEORGIA VIA,Central Business District,491834.029545,5458440.39138
Theft of Bicycle,2016,3,17,14,26,22XX CAMBIE ST,Mount Pleasant,491656.68272299995,5456919.97441
Theft of Bicycle,2016,9,9,23,0,BUTE ST / DAVIE ST,West End,490301.401546,5458792.1619
Theft of Bicycle,2016,7,3,11,28,35XX HERON PL,Killarney,498152.679375,5451050.19294
Theft of Bicycle,2016,3,17,17,30,22XX CAMBIE ST,Mount Pleasant,491656.68272299995,5456919.97441
Theft of Bicycle,2016,9,8,17,30,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.77482600004,5456160.70214
Theft of Bicycle,2016,9,9,23,7,48XX SLOCAN ST,Renfrew-Collingwood,496124.01644499996,5454220.573969999
Theft of Bicycle,2016,8,12,12,0,13XX ARBUTUS ST,Kitsilano,488900.467457,5457971.35491
